month,area,generation_type,generation_gwh,source,source_note
2025-07-01,Kansai,Coal,2930.716,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-07-01,Kansai,Gas,2819.522,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-07-01,Kansai,Hydro,1242.72,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-07-01,Kansai,Nuclear,3301.254,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-07-01,Kansai,Oil,122.008,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-07-01,Kansai,Other,545.68,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-07-01,Kansai,Solar,1161.867,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-07-01,Kansai,Wind,17.932,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Biomass,113.859,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Coal,3046.74,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Gas,2754.334,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Hydro,1145.612,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Nuclear,3649.366,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Oil,50.37,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Other,545.341,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Solar,996.79,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-08-01,Kansai,Wind,17.019,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Biomass,245.348,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Coal,1884.698,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Gas,2773.651,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Hydro,1023.922,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Nuclear,3511.367,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Oil,77.426,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Other,503.238,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Solar,779.573,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-09-01,Kansai,Wind,16.742,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Biomass,253.648,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Coal,1319.379,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Gas,2766.904,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Hydro,723.099,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Nuclear,3821.61,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Oil,7.362,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Other,453.858,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Solar,629.964,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-10-01,Kansai,Wind,26.816,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Biomass,241.372,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Coal,1247.804,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Gas,2652.884,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Hydro,564.021,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Nuclear,4145.591,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Oil,26.074,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Other,492.942,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Solar,582.071,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-11-01,Kansai,Wind,27.724,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Biomass,142.7,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Coal,1695.012,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Gas,3116.868,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Hydro,697.1,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Nuclear,4845.092,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Oil,15.022,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Other,504.206,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Solar,527.43,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2025-12-01,Kansai,Wind,34.942,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Biomass,265.608,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Coal,2185.022,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Gas,4389.774,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Hydro,877.45,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Nuclear,4738.527,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Oil,62.062,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Other,504.072,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Solar,581.656,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-01-01,Kansai,Wind,41.256,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Biomass,220.312,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Coal,2276.618,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Gas,3630.964,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Hydro,773.677,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Nuclear,3886.614,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Oil,40.428,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Other,460.851,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Solar,639.236,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-02-01,Kansai,Wind,26.16,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Biomass,251.22,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Coal,1502.794,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Gas,2903.118,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Hydro,715.894,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Nuclear,3521.235,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Oil,86.1,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Other,527.597,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Solar,895.848,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-03-01,Kansai,Wind,38.026,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Biomass,180.534,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Coal,924.404,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Gas,2050.491,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Hydro,1027.875,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Nuclear,2808.715,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Oil,9.04,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Other,337.14,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Solar,814.642,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-04-01,Kansai,Wind,26.522,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Biomass,240.558,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Coal,1320.882,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Gas,1851.639,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Hydro,1005.442,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Nuclear,2341.537,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Oil,44.797,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Other,290.324,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Solar,1125.562,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-05-01,Kansai,Wind,21.482,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Biomass,246.298,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Coal,1897.628,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Gas,1896.552,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Hydro,1184.18,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Nuclear,3044.594,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Oil,134.65,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Other,285.798,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Solar,762.874,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2026-06-01,Kansai,Wind,19.242,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Biomass,279.318,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Coal,3403.022,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Gas,8787.155,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Hydro,1294.904,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Nuclear,0.0,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Oil,43.584,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Other,706.273,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Solar,2126.744,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-04-01,Tokyo,Wind,49.49,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Biomass,377.21,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Coal,3019.261,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Gas,8829.468,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Hydro,1280.27,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Nuclear,0.0,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Oil,101.539,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Other,699.886,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Solar,2454.381,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-05-01,Tokyo,Wind,70.732,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Biomass,353.809,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Coal,3839.923,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Gas,9392.318,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Hydro,1214.794,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Nuclear,0.0,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Oil,249.088,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Other,825.626,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Solar,2589.2,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-06-01,Tokyo,Wind,32.653,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Biomass,335.94,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Coal,5236.342,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Gas,12924.779,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Hydro,1405.965,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Nuclear,0.0,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Oil,549.36,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Other,1301.57,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Solar,2354.89,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-07-01,Tokyo,Wind,43.674,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-08-01,Tokyo,Biomass,319.196,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
2024-08-01,Tokyo,Coal,5213.534,JapanesePower.org regional half-hourly supply mix,Free public aggregate half-hourly regional demand/generation mix. Use processed aggregates for dashboard speed; verify licensing and source lineage before commercial use.
