curve_date,contract_month,area,load_type,settlement_price,currency,unit,contract_type,source,source_note
2026-06-08,2026-11-01,Kansai,Baseload,15.1726,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-12-01,Kansai,Baseload,14.9852,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-01-01,Kansai,Baseload,15.8045,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-02-01,Kansai,Baseload,15.327,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-03-01,Kansai,Baseload,15.4234,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-04-01,Kansai,Baseload,14.9017,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-05-01,Kansai,Baseload,14.5556,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-06-01,Kansai,Baseload,15.4866,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-07-01,Kansai,Baseload,15.7923,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-08-01,Kansai,Baseload,16.0075,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-09-01,Kansai,Baseload,15.6288,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-10-01,Kansai,Baseload,15.0611,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-11-01,Kansai,Baseload,14.8585,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-12-01,Kansai,Baseload,14.995,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-07-01,Kansai,Peakload,18.6052,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-08-01,Kansai,Peakload,18.9853,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-09-01,Kansai,Peakload,18.4734,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-10-01,Kansai,Peakload,17.5772,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-11-01,Kansai,Peakload,17.2841,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2026-12-01,Kansai,Peakload,17.1203,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-01-01,Kansai,Peakload,18.3014,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-02-01,Kansai,Peakload,18.0036,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-03-01,Kansai,Peakload,17.4523,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-04-01,Kansai,Peakload,16.9417,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-05-01,Kansai,Peakload,16.9573,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-06-01,Kansai,Peakload,17.4174,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-07-01,Kansai,Peakload,17.8778,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-08-01,Kansai,Peakload,18.3479,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-09-01,Kansai,Peakload,18.3077,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-10-01,Kansai,Peakload,17.3976,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-11-01,Kansai,Peakload,16.7978,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
2026-06-08,2027-12-01,Kansai,Peakload,16.6084,JPY,kWh,monthly_cash_settled_futures,synthetic_jpx_power_futures,"Synthetic monthly Japan electricity futures proxy. Replace with JSCC paid service, JPX/vendor settlements, or user-uploaded broker marks for production."
