date,market,region,asset_class,frequency,contract,price,currency,unit
2024-10-11,JCC,Japan,Crude,daily,spot,75.186,USD,bbl
2024-10-12,JCC,Japan,Crude,daily,spot,72.395,USD,bbl
2024-10-13,JCC,Japan,Crude,daily,spot,71.1711,USD,bbl
2024-10-14,JCC,Japan,Crude,daily,spot,74.1715,USD,bbl
2024-10-15,JCC,Japan,Crude,daily,spot,74.6025,USD,bbl
2024-10-16,JCC,Japan,Crude,daily,spot,70.2873,USD,bbl
2024-10-17,JCC,Japan,Crude,daily,spot,70.0132,USD,bbl
2024-10-18,JCC,Japan,Crude,daily,spot,66.386,USD,bbl
2024-10-19,JCC,Japan,Crude,daily,spot,66.1503,USD,bbl
2024-10-20,JCC,Japan,Crude,daily,spot,67.1803,USD,bbl
2024-10-21,JCC,Japan,Crude,daily,spot,69.5043,USD,bbl
2024-10-22,JCC,Japan,Crude,daily,spot,66.6575,USD,bbl
2024-10-23,JCC,Japan,Crude,daily,spot,68.3291,USD,bbl
2024-10-24,JCC,Japan,Crude,daily,spot,66.978,USD,bbl
2024-10-25,JCC,Japan,Crude,daily,spot,66.9794,USD,bbl
2024-10-26,JCC,Japan,Crude,daily,spot,67.3241,USD,bbl
2024-10-27,JCC,Japan,Crude,daily,spot,69.57,USD,bbl
2024-10-28,JCC,Japan,Crude,daily,spot,68.0929,USD,bbl
2024-10-29,JCC,Japan,Crude,daily,spot,67.3239,USD,bbl
2024-10-30,JCC,Japan,Crude,daily,spot,67.9651,USD,bbl
2024-10-31,JCC,Japan,Crude,daily,spot,71.5235,USD,bbl
2024-11-01,JCC,Japan,Crude,daily,spot,70.4116,USD,bbl
2024-11-02,JCC,Japan,Crude,daily,spot,72.3755,USD,bbl
2024-11-03,JCC,Japan,Crude,daily,spot,70.2819,USD,bbl
2024-11-04,JCC,Japan,Crude,daily,spot,73.0837,USD,bbl
2024-11-05,JCC,Japan,Crude,daily,spot,65.9253,USD,bbl
2024-11-06,JCC,Japan,Crude,daily,spot,67.6721,USD,bbl
2024-11-07,JCC,Japan,Crude,daily,spot,65.7922,USD,bbl
2024-11-08,JCC,Japan,Crude,daily,spot,67.1309,USD,bbl
2024-11-09,JCC,Japan,Crude,daily,spot,68.1375,USD,bbl
2024-11-10,JCC,Japan,Crude,daily,spot,63.8609,USD,bbl
2024-11-11,JCC,Japan,Crude,daily,spot,68.5529,USD,bbl
2024-11-12,JCC,Japan,Crude,daily,spot,71.7888,USD,bbl
2024-11-13,JCC,Japan,Crude,daily,spot,68.3459,USD,bbl
2024-11-14,JCC,Japan,Crude,daily,spot,68.6352,USD,bbl
2024-11-15,JCC,Japan,Crude,daily,spot,70.3894,USD,bbl
2024-11-16,JCC,Japan,Crude,daily,spot,68.9832,USD,bbl
2024-11-17,JCC,Japan,Crude,daily,spot,66.7723,USD,bbl
2024-11-18,JCC,Japan,Crude,daily,spot,64.384,USD,bbl
2024-11-19,JCC,Japan,Crude,daily,spot,68.8317,USD,bbl
2024-11-20,JCC,Japan,Crude,daily,spot,66.7986,USD,bbl
2024-11-21,JCC,Japan,Crude,daily,spot,65.8296,USD,bbl
2024-11-22,JCC,Japan,Crude,daily,spot,65.8192,USD,bbl
2024-11-23,JCC,Japan,Crude,daily,spot,66.4532,USD,bbl
2024-11-24,JCC,Japan,Crude,daily,spot,68.0331,USD,bbl
2024-11-25,JCC,Japan,Crude,daily,spot,69.3761,USD,bbl
2024-11-26,JCC,Japan,Crude,daily,spot,67.12,USD,bbl
2024-11-27,JCC,Japan,Crude,daily,spot,67.7301,USD,bbl
2024-11-28,JCC,Japan,Crude,daily,spot,63.0597,USD,bbl
2024-11-29,JCC,Japan,Crude,daily,spot,63.852,USD,bbl
2024-11-30,JCC,Japan,Crude,daily,spot,66.3437,USD,bbl
2024-12-01,JCC,Japan,Crude,daily,spot,66.173,USD,bbl
2024-12-02,JCC,Japan,Crude,daily,spot,67.1357,USD,bbl
2024-12-03,JCC,Japan,Crude,daily,spot,64.4007,USD,bbl
2024-12-04,JCC,Japan,Crude,daily,spot,64.104,USD,bbl
2024-12-05,JCC,Japan,Crude,daily,spot,65.322,USD,bbl
2024-12-06,JCC,Japan,Crude,daily,spot,67.2229,USD,bbl
2024-12-07,JCC,Japan,Crude,daily,spot,65.7062,USD,bbl
2024-12-08,JCC,Japan,Crude,daily,spot,66.1656,USD,bbl
2024-12-09,JCC,Japan,Crude,daily,spot,68.0864,USD,bbl
2024-12-10,JCC,Japan,Crude,daily,spot,64.5188,USD,bbl
2024-12-11,JCC,Japan,Crude,daily,spot,64.4196,USD,bbl
2024-12-12,JCC,Japan,Crude,daily,spot,66.0353,USD,bbl
2024-12-13,JCC,Japan,Crude,daily,spot,62.3455,USD,bbl
2024-12-14,JCC,Japan,Crude,daily,spot,65.0428,USD,bbl
2024-12-15,JCC,Japan,Crude,daily,spot,64.5352,USD,bbl
2024-12-16,JCC,Japan,Crude,daily,spot,63.8887,USD,bbl
2024-12-17,JCC,Japan,Crude,daily,spot,63.9019,USD,bbl
2024-12-18,JCC,Japan,Crude,daily,spot,65.9598,USD,bbl
2024-12-19,JCC,Japan,Crude,daily,spot,66.1843,USD,bbl
2024-12-20,JCC,Japan,Crude,daily,spot,63.0112,USD,bbl
2024-12-21,JCC,Japan,Crude,daily,spot,65.159,USD,bbl
2024-12-22,JCC,Japan,Crude,daily,spot,63.8702,USD,bbl
2024-12-23,JCC,Japan,Crude,daily,spot,65.1263,USD,bbl
2024-12-24,JCC,Japan,Crude,daily,spot,66.9762,USD,bbl
2024-12-25,JCC,Japan,Crude,daily,spot,63.9883,USD,bbl
2024-12-26,JCC,Japan,Crude,daily,spot,66.6517,USD,bbl
2024-12-27,JCC,Japan,Crude,daily,spot,63.2233,USD,bbl
2024-12-28,JCC,Japan,Crude,daily,spot,63.8235,USD,bbl
2024-12-29,JCC,Japan,Crude,daily,spot,62.2398,USD,bbl
2024-12-30,JCC,Japan,Crude,daily,spot,63.0091,USD,bbl
2024-12-31,JCC,Japan,Crude,daily,spot,64.5317,USD,bbl
2025-01-01,JCC,Japan,Crude,daily,spot,62.5296,USD,bbl
2025-01-02,JCC,Japan,Crude,daily,spot,65.0158,USD,bbl
2025-01-03,JCC,Japan,Crude,daily,spot,66.2115,USD,bbl
2025-01-04,JCC,Japan,Crude,daily,spot,61.0186,USD,bbl
2025-01-05,JCC,Japan,Crude,daily,spot,64.3685,USD,bbl
2025-01-06,JCC,Japan,Crude,daily,spot,62.2288,USD,bbl
2025-01-07,JCC,Japan,Crude,daily,spot,62.9421,USD,bbl
2025-01-08,JCC,Japan,Crude,daily,spot,63.5738,USD,bbl
2025-01-09,JCC,Japan,Crude,daily,spot,62.3728,USD,bbl
2025-01-10,JCC,Japan,Crude,daily,spot,63.0406,USD,bbl
2025-01-11,JCC,Japan,Crude,daily,spot,63.8065,USD,bbl
2025-01-12,JCC,Japan,Crude,daily,spot,61.948,USD,bbl
2025-01-13,JCC,Japan,Crude,daily,spot,66.519,USD,bbl
2025-01-14,JCC,Japan,Crude,daily,spot,62.9548,USD,bbl
2025-01-15,JCC,Japan,Crude,daily,spot,65.5112,USD,bbl
2025-01-16,JCC,Japan,Crude,daily,spot,62.9512,USD,bbl
2025-01-17,JCC,Japan,Crude,daily,spot,66.7383,USD,bbl
2025-01-18,JCC,Japan,Crude,daily,spot,64.4348,USD,bbl
2025-01-19,JCC,Japan,Crude,daily,spot,66.4921,USD,bbl
2025-01-20,JCC,Japan,Crude,daily,spot,65.4287,USD,bbl
2025-01-21,JCC,Japan,Crude,daily,spot,64.0664,USD,bbl
2025-01-22,JCC,Japan,Crude,daily,spot,61.6684,USD,bbl
2025-01-23,JCC,Japan,Crude,daily,spot,62.6915,USD,bbl
2025-01-24,JCC,Japan,Crude,daily,spot,61.6335,USD,bbl
2025-01-25,JCC,Japan,Crude,daily,spot,65.9824,USD,bbl
2025-01-26,JCC,Japan,Crude,daily,spot,63.4668,USD,bbl
2025-01-27,JCC,Japan,Crude,daily,spot,63.413,USD,bbl
2025-01-28,JCC,Japan,Crude,daily,spot,62.3562,USD,bbl
2025-01-29,JCC,Japan,Crude,daily,spot,64.678,USD,bbl
2025-01-30,JCC,Japan,Crude,daily,spot,66.7153,USD,bbl
2025-01-31,JCC,Japan,Crude,daily,spot,67.3773,USD,bbl
2025-02-01,JCC,Japan,Crude,daily,spot,68.0309,USD,bbl
2025-02-02,JCC,Japan,Crude,daily,spot,62.3382,USD,bbl
2025-02-03,JCC,Japan,Crude,daily,spot,65.2861,USD,bbl
2025-02-04,JCC,Japan,Crude,daily,spot,65.9401,USD,bbl
2025-02-05,JCC,Japan,Crude,daily,spot,64.4303,USD,bbl
2025-02-06,JCC,Japan,Crude,daily,spot,66.6157,USD,bbl
2025-02-07,JCC,Japan,Crude,daily,spot,69.0052,USD,bbl
2025-02-08,JCC,Japan,Crude,daily,spot,66.9785,USD,bbl
2025-02-09,JCC,Japan,Crude,daily,spot,65.5473,USD,bbl
2025-02-10,JCC,Japan,Crude,daily,spot,68.106,USD,bbl
2025-02-11,JCC,Japan,Crude,daily,spot,67.1523,USD,bbl
2025-02-12,JCC,Japan,Crude,daily,spot,67.6695,USD,bbl
2025-02-13,JCC,Japan,Crude,daily,spot,68.5406,USD,bbl
2025-02-14,JCC,Japan,Crude,daily,spot,68.3733,USD,bbl
2025-02-15,JCC,Japan,Crude,daily,spot,67.0337,USD,bbl
2025-02-16,JCC,Japan,Crude,daily,spot,67.7586,USD,bbl
2025-02-17,JCC,Japan,Crude,daily,spot,65.7445,USD,bbl
2025-02-18,JCC,Japan,Crude,daily,spot,65.2873,USD,bbl
2025-02-19,JCC,Japan,Crude,daily,spot,65.9848,USD,bbl
2025-02-20,JCC,Japan,Crude,daily,spot,61.2933,USD,bbl
2025-02-21,JCC,Japan,Crude,daily,spot,62.909,USD,bbl
2025-02-22,JCC,Japan,Crude,daily,spot,62.9376,USD,bbl
2025-02-23,JCC,Japan,Crude,daily,spot,62.5251,USD,bbl
2025-02-24,JCC,Japan,Crude,daily,spot,61.0045,USD,bbl
2025-02-25,JCC,Japan,Crude,daily,spot,58.0096,USD,bbl
2025-02-26,JCC,Japan,Crude,daily,spot,58.4586,USD,bbl
2025-02-27,JCC,Japan,Crude,daily,spot,60.9424,USD,bbl
2025-02-28,JCC,Japan,Crude,daily,spot,59.2028,USD,bbl
2025-03-01,JCC,Japan,Crude,daily,spot,60.6004,USD,bbl
2025-03-02,JCC,Japan,Crude,daily,spot,60.2879,USD,bbl
2025-03-03,JCC,Japan,Crude,daily,spot,64.7673,USD,bbl
2025-03-04,JCC,Japan,Crude,daily,spot,65.745,USD,bbl
2025-03-05,JCC,Japan,Crude,daily,spot,65.6726,USD,bbl
2025-03-06,JCC,Japan,Crude,daily,spot,64.5393,USD,bbl
2025-03-07,JCC,Japan,Crude,daily,spot,62.9958,USD,bbl
2025-03-08,JCC,Japan,Crude,daily,spot,67.8296,USD,bbl
2025-03-09,JCC,Japan,Crude,daily,spot,69.9777,USD,bbl
2025-03-10,JCC,Japan,Crude,daily,spot,68.6225,USD,bbl
2025-03-11,JCC,Japan,Crude,daily,spot,66.0485,USD,bbl
2025-03-12,JCC,Japan,Crude,daily,spot,67.7395,USD,bbl
2025-03-13,JCC,Japan,Crude,daily,spot,68.9849,USD,bbl
2025-03-14,JCC,Japan,Crude,daily,spot,71.7453,USD,bbl
2025-03-15,JCC,Japan,Crude,daily,spot,67.8417,USD,bbl
2025-03-16,JCC,Japan,Crude,daily,spot,68.3031,USD,bbl
2025-03-17,JCC,Japan,Crude,daily,spot,70.0746,USD,bbl
2025-03-18,JCC,Japan,Crude,daily,spot,68.8671,USD,bbl
2025-03-19,JCC,Japan,Crude,daily,spot,68.362,USD,bbl
2025-03-20,JCC,Japan,Crude,daily,spot,67.9446,USD,bbl
2025-03-21,JCC,Japan,Crude,daily,spot,67.2895,USD,bbl
2025-03-22,JCC,Japan,Crude,daily,spot,65.782,USD,bbl
2025-03-23,JCC,Japan,Crude,daily,spot,63.3894,USD,bbl
2025-03-24,JCC,Japan,Crude,daily,spot,61.7417,USD,bbl
2025-03-25,JCC,Japan,Crude,daily,spot,63.2659,USD,bbl
2025-03-26,JCC,Japan,Crude,daily,spot,59.8626,USD,bbl
2025-03-27,JCC,Japan,Crude,daily,spot,61.7407,USD,bbl
2025-03-28,JCC,Japan,Crude,daily,spot,62.4345,USD,bbl
2025-03-29,JCC,Japan,Crude,daily,spot,62.6043,USD,bbl
2025-03-30,JCC,Japan,Crude,daily,spot,59.3678,USD,bbl
2025-03-31,JCC,Japan,Crude,daily,spot,60.9907,USD,bbl
2025-04-01,JCC,Japan,Crude,daily,spot,58.9839,USD,bbl
2025-04-02,JCC,Japan,Crude,daily,spot,60.9842,USD,bbl
2025-04-03,JCC,Japan,Crude,daily,spot,60.1775,USD,bbl
2025-04-04,JCC,Japan,Crude,daily,spot,61.1002,USD,bbl
2025-04-05,JCC,Japan,Crude,daily,spot,63.4609,USD,bbl
2025-04-06,JCC,Japan,Crude,daily,spot,61.7595,USD,bbl
2025-04-07,JCC,Japan,Crude,daily,spot,63.9249,USD,bbl
2025-04-08,JCC,Japan,Crude,daily,spot,62.1141,USD,bbl
2025-04-09,JCC,Japan,Crude,daily,spot,63.5986,USD,bbl
2025-04-10,JCC,Japan,Crude,daily,spot,63.2171,USD,bbl
2025-04-11,JCC,Japan,Crude,daily,spot,60.3231,USD,bbl
2025-04-12,JCC,Japan,Crude,daily,spot,59.4147,USD,bbl
2025-04-13,JCC,Japan,Crude,daily,spot,62.0823,USD,bbl
2025-04-14,JCC,Japan,Crude,daily,spot,60.9353,USD,bbl
2025-04-15,JCC,Japan,Crude,daily,spot,57.4238,USD,bbl
2025-04-16,JCC,Japan,Crude,daily,spot,60.3725,USD,bbl
2025-04-17,JCC,Japan,Crude,daily,spot,59.418,USD,bbl
2025-04-18,JCC,Japan,Crude,daily,spot,60.4535,USD,bbl
2025-04-19,JCC,Japan,Crude,daily,spot,58.3878,USD,bbl
2025-04-20,JCC,Japan,Crude,daily,spot,56.5207,USD,bbl
2025-04-21,JCC,Japan,Crude,daily,spot,58.25,USD,bbl
2025-04-22,JCC,Japan,Crude,daily,spot,58.2682,USD,bbl
2025-04-23,JCC,Japan,Crude,daily,spot,60.5911,USD,bbl
2025-04-24,JCC,Japan,Crude,daily,spot,57.9927,USD,bbl
2025-04-25,JCC,Japan,Crude,daily,spot,57.7529,USD,bbl
2025-04-26,JCC,Japan,Crude,daily,spot,59.3738,USD,bbl
2025-04-27,JCC,Japan,Crude,daily,spot,57.6377,USD,bbl
2025-04-28,JCC,Japan,Crude,daily,spot,58.3926,USD,bbl
2025-04-29,JCC,Japan,Crude,daily,spot,57.5549,USD,bbl
2025-04-30,JCC,Japan,Crude,daily,spot,58.2447,USD,bbl
2025-05-01,JCC,Japan,Crude,daily,spot,57.5374,USD,bbl
2025-05-02,JCC,Japan,Crude,daily,spot,62.1883,USD,bbl
2025-05-03,JCC,Japan,Crude,daily,spot,64.7859,USD,bbl
2025-05-04,JCC,Japan,Crude,daily,spot,62.5287,USD,bbl
2025-05-05,JCC,Japan,Crude,daily,spot,55.8407,USD,bbl
2025-05-06,JCC,Japan,Crude,daily,spot,60.4887,USD,bbl
2025-05-07,JCC,Japan,Crude,daily,spot,63.015,USD,bbl
2025-05-08,JCC,Japan,Crude,daily,spot,59.3719,USD,bbl
2025-05-09,JCC,Japan,Crude,daily,spot,58.1908,USD,bbl
2025-05-10,JCC,Japan,Crude,daily,spot,55.5573,USD,bbl
2025-05-11,JCC,Japan,Crude,daily,spot,60.0131,USD,bbl
2025-05-12,JCC,Japan,Crude,daily,spot,60.3998,USD,bbl
2025-05-13,JCC,Japan,Crude,daily,spot,62.9101,USD,bbl
2025-05-14,JCC,Japan,Crude,daily,spot,60.1543,USD,bbl
2025-05-15,JCC,Japan,Crude,daily,spot,62.2142,USD,bbl
2025-05-16,JCC,Japan,Crude,daily,spot,63.0563,USD,bbl
2025-05-17,JCC,Japan,Crude,daily,spot,60.3335,USD,bbl
2025-05-18,JCC,Japan,Crude,daily,spot,58.8258,USD,bbl
2025-05-19,JCC,Japan,Crude,daily,spot,59.9253,USD,bbl
2025-05-20,JCC,Japan,Crude,daily,spot,64.7559,USD,bbl
2025-05-21,JCC,Japan,Crude,daily,spot,65.7206,USD,bbl
2025-05-22,JCC,Japan,Crude,daily,spot,63.3828,USD,bbl
2025-05-23,JCC,Japan,Crude,daily,spot,67.2648,USD,bbl
2025-05-24,JCC,Japan,Crude,daily,spot,66.8132,USD,bbl
2025-05-25,JCC,Japan,Crude,daily,spot,66.5108,USD,bbl
2025-05-26,JCC,Japan,Crude,daily,spot,68.7337,USD,bbl
2025-05-27,JCC,Japan,Crude,daily,spot,71.7743,USD,bbl
2025-05-28,JCC,Japan,Crude,daily,spot,71.9919,USD,bbl
2025-05-29,JCC,Japan,Crude,daily,spot,71.7074,USD,bbl
2025-05-30,JCC,Japan,Crude,daily,spot,73.1461,USD,bbl
2025-05-31,JCC,Japan,Crude,daily,spot,68.5952,USD,bbl
2025-06-01,JCC,Japan,Crude,daily,spot,70.385,USD,bbl
2025-06-02,JCC,Japan,Crude,daily,spot,69.9276,USD,bbl
2025-06-03,JCC,Japan,Crude,daily,spot,67.6224,USD,bbl
2025-06-04,JCC,Japan,Crude,daily,spot,70.8761,USD,bbl
2025-06-05,JCC,Japan,Crude,daily,spot,71.1846,USD,bbl
2025-06-06,JCC,Japan,Crude,daily,spot,74.5463,USD,bbl
2025-06-07,JCC,Japan,Crude,daily,spot,74.8675,USD,bbl
2025-06-08,JCC,Japan,Crude,daily,spot,71.5291,USD,bbl
2025-06-09,JCC,Japan,Crude,daily,spot,77.2356,USD,bbl
2025-06-10,JCC,Japan,Crude,daily,spot,71.4786,USD,bbl
2025-06-11,JCC,Japan,Crude,daily,spot,73.5655,USD,bbl
2025-06-12,JCC,Japan,Crude,daily,spot,76.28,USD,bbl
2025-06-13,JCC,Japan,Crude,daily,spot,74.4235,USD,bbl
2025-06-14,JCC,Japan,Crude,daily,spot,71.2704,USD,bbl
2025-06-15,JCC,Japan,Crude,daily,spot,71.7095,USD,bbl
2025-06-16,JCC,Japan,Crude,daily,spot,74.5645,USD,bbl
2025-06-17,JCC,Japan,Crude,daily,spot,72.4834,USD,bbl
2025-06-18,JCC,Japan,Crude,daily,spot,77.7312,USD,bbl
2025-06-19,JCC,Japan,Crude,daily,spot,76.0208,USD,bbl
2025-06-20,JCC,Japan,Crude,daily,spot,74.6496,USD,bbl
2025-06-21,JCC,Japan,Crude,daily,spot,75.4851,USD,bbl
2025-06-22,JCC,Japan,Crude,daily,spot,74.5759,USD,bbl
2025-06-23,JCC,Japan,Crude,daily,spot,75.9043,USD,bbl
2025-06-24,JCC,Japan,Crude,daily,spot,75.4993,USD,bbl
2025-06-25,JCC,Japan,Crude,daily,spot,71.1683,USD,bbl
2025-06-26,JCC,Japan,Crude,daily,spot,71.545,USD,bbl
2025-06-27,JCC,Japan,Crude,daily,spot,71.4843,USD,bbl
2025-06-28,JCC,Japan,Crude,daily,spot,74.9396,USD,bbl
2025-06-29,JCC,Japan,Crude,daily,spot,69.1633,USD,bbl
2025-06-30,JCC,Japan,Crude,daily,spot,73.1689,USD,bbl
2025-07-01,JCC,Japan,Crude,daily,spot,72.034,USD,bbl
2025-07-02,JCC,Japan,Crude,daily,spot,71.6672,USD,bbl
2025-07-03,JCC,Japan,Crude,daily,spot,73.5024,USD,bbl
2025-07-04,JCC,Japan,Crude,daily,spot,73.3327,USD,bbl
2025-07-05,JCC,Japan,Crude,daily,spot,71.6583,USD,bbl
2025-07-06,JCC,Japan,Crude,daily,spot,72.304,USD,bbl
2025-07-07,JCC,Japan,Crude,daily,spot,70.8423,USD,bbl
2025-07-08,JCC,Japan,Crude,daily,spot,69.933,USD,bbl
2025-07-09,JCC,Japan,Crude,daily,spot,73.916,USD,bbl
2025-07-10,JCC,Japan,Crude,daily,spot,73.1482,USD,bbl
2025-07-11,JCC,Japan,Crude,daily,spot,74.4085,USD,bbl
2025-07-12,JCC,Japan,Crude,daily,spot,72.7024,USD,bbl
2025-07-13,JCC,Japan,Crude,daily,spot,72.3552,USD,bbl
2025-07-14,JCC,Japan,Crude,daily,spot,76.5989,USD,bbl
2025-07-15,JCC,Japan,Crude,daily,spot,73.6135,USD,bbl
2025-07-16,JCC,Japan,Crude,daily,spot,73.1869,USD,bbl
2025-07-17,JCC,Japan,Crude,daily,spot,70.631,USD,bbl
2025-07-18,JCC,Japan,Crude,daily,spot,71.6025,USD,bbl
2025-07-19,JCC,Japan,Crude,daily,spot,72.0858,USD,bbl
2025-07-20,JCC,Japan,Crude,daily,spot,70.7078,USD,bbl
2025-07-21,JCC,Japan,Crude,daily,spot,72.9454,USD,bbl
2025-07-22,JCC,Japan,Crude,daily,spot,70.2724,USD,bbl
2025-07-23,JCC,Japan,Crude,daily,spot,71.8665,USD,bbl
2025-07-24,JCC,Japan,Crude,daily,spot,70.129,USD,bbl
2025-07-25,JCC,Japan,Crude,daily,spot,70.6382,USD,bbl
2025-07-26,JCC,Japan,Crude,daily,spot,71.1852,USD,bbl
2025-07-27,JCC,Japan,Crude,daily,spot,70.3614,USD,bbl
2025-07-28,JCC,Japan,Crude,daily,spot,67.9912,USD,bbl
2025-07-29,JCC,Japan,Crude,daily,spot,65.2041,USD,bbl
2025-07-30,JCC,Japan,Crude,daily,spot,67.0278,USD,bbl
2025-07-31,JCC,Japan,Crude,daily,spot,66.7991,USD,bbl
2025-08-01,JCC,Japan,Crude,daily,spot,66.2855,USD,bbl
2025-08-02,JCC,Japan,Crude,daily,spot,67.2835,USD,bbl
2025-08-03,JCC,Japan,Crude,daily,spot,65.9856,USD,bbl
2025-08-04,JCC,Japan,Crude,daily,spot,65.099,USD,bbl
2025-08-05,JCC,Japan,Crude,daily,spot,66.8904,USD,bbl
2025-08-06,JCC,Japan,Crude,daily,spot,66.236,USD,bbl
2025-08-07,JCC,Japan,Crude,daily,spot,68.1129,USD,bbl
2025-08-08,JCC,Japan,Crude,daily,spot,63.0857,USD,bbl
2025-08-09,JCC,Japan,Crude,daily,spot,65.1135,USD,bbl
2025-08-10,JCC,Japan,Crude,daily,spot,61.1259,USD,bbl
2025-08-11,JCC,Japan,Crude,daily,spot,65.8419,USD,bbl
2025-08-12,JCC,Japan,Crude,daily,spot,69.9491,USD,bbl
2025-08-13,JCC,Japan,Crude,daily,spot,68.1021,USD,bbl
2025-08-14,JCC,Japan,Crude,daily,spot,69.9128,USD,bbl
2025-08-15,JCC,Japan,Crude,daily,spot,68.9615,USD,bbl
2025-08-16,JCC,Japan,Crude,daily,spot,71.8365,USD,bbl
2025-08-17,JCC,Japan,Crude,daily,spot,71.3324,USD,bbl
2025-08-18,JCC,Japan,Crude,daily,spot,70.7367,USD,bbl
2025-08-19,JCC,Japan,Crude,daily,spot,71.8504,USD,bbl
2025-08-20,JCC,Japan,Crude,daily,spot,76.1822,USD,bbl
2025-08-21,JCC,Japan,Crude,daily,spot,75.7472,USD,bbl
2025-08-22,JCC,Japan,Crude,daily,spot,74.8032,USD,bbl
2025-08-23,JCC,Japan,Crude,daily,spot,75.0794,USD,bbl
2025-08-24,JCC,Japan,Crude,daily,spot,77.0363,USD,bbl
2025-08-25,JCC,Japan,Crude,daily,spot,76.6186,USD,bbl
2025-08-26,JCC,Japan,Crude,daily,spot,77.1629,USD,bbl
2025-08-27,JCC,Japan,Crude,daily,spot,78.1494,USD,bbl
2025-08-28,JCC,Japan,Crude,daily,spot,77.166,USD,bbl
2025-08-29,JCC,Japan,Crude,daily,spot,77.5286,USD,bbl
2025-08-30,JCC,Japan,Crude,daily,spot,77.714,USD,bbl
2025-08-31,JCC,Japan,Crude,daily,spot,77.5662,USD,bbl
2025-09-01,JCC,Japan,Crude,daily,spot,74.6347,USD,bbl
2025-09-02,JCC,Japan,Crude,daily,spot,79.19,USD,bbl
2025-09-03,JCC,Japan,Crude,daily,spot,74.2631,USD,bbl
2025-09-04,JCC,Japan,Crude,daily,spot,72.258,USD,bbl
2025-09-05,JCC,Japan,Crude,daily,spot,73.7092,USD,bbl
2025-09-06,JCC,Japan,Crude,daily,spot,73.5306,USD,bbl
2025-09-07,JCC,Japan,Crude,daily,spot,70.3925,USD,bbl
2025-09-08,JCC,Japan,Crude,daily,spot,74.8777,USD,bbl
2025-09-09,JCC,Japan,Crude,daily,spot,71.6073,USD,bbl
2025-09-10,JCC,Japan,Crude,daily,spot,69.7162,USD,bbl
2025-09-11,JCC,Japan,Crude,daily,spot,72.2706,USD,bbl
2025-09-12,JCC,Japan,Crude,daily,spot,71.4459,USD,bbl
2025-09-13,JCC,Japan,Crude,daily,spot,69.1382,USD,bbl
2025-09-14,JCC,Japan,Crude,daily,spot,72.2503,USD,bbl
2025-09-15,JCC,Japan,Crude,daily,spot,71.5474,USD,bbl
2025-09-16,JCC,Japan,Crude,daily,spot,70.7003,USD,bbl
2025-09-17,JCC,Japan,Crude,daily,spot,70.7809,USD,bbl
2025-09-18,JCC,Japan,Crude,daily,spot,66.5733,USD,bbl
2025-09-19,JCC,Japan,Crude,daily,spot,66.3779,USD,bbl
2025-09-20,JCC,Japan,Crude,daily,spot,65.3188,USD,bbl
2025-09-21,JCC,Japan,Crude,daily,spot,67.0217,USD,bbl
2025-09-22,JCC,Japan,Crude,daily,spot,66.9254,USD,bbl
2025-09-23,JCC,Japan,Crude,daily,spot,66.6207,USD,bbl
2025-09-24,JCC,Japan,Crude,daily,spot,66.6613,USD,bbl
2025-09-25,JCC,Japan,Crude,daily,spot,66.7313,USD,bbl
2025-09-26,JCC,Japan,Crude,daily,spot,65.1821,USD,bbl
2025-09-27,JCC,Japan,Crude,daily,spot,62.2528,USD,bbl
2025-09-28,JCC,Japan,Crude,daily,spot,62.506,USD,bbl
2025-09-29,JCC,Japan,Crude,daily,spot,66.8974,USD,bbl
2025-09-30,JCC,Japan,Crude,daily,spot,62.0523,USD,bbl
2025-10-01,JCC,Japan,Crude,daily,spot,63.1965,USD,bbl
2025-10-02,JCC,Japan,Crude,daily,spot,60.4128,USD,bbl
2025-10-03,JCC,Japan,Crude,daily,spot,62.1158,USD,bbl
2025-10-04,JCC,Japan,Crude,daily,spot,59.1242,USD,bbl
2025-10-05,JCC,Japan,Crude,daily,spot,60.4478,USD,bbl
2025-10-06,JCC,Japan,Crude,daily,spot,59.1968,USD,bbl
2025-10-07,JCC,Japan,Crude,daily,spot,59.7333,USD,bbl
2025-10-08,JCC,Japan,Crude,daily,spot,61.9952,USD,bbl
2025-10-09,JCC,Japan,Crude,daily,spot,59.7005,USD,bbl
2025-10-10,JCC,Japan,Crude,daily,spot,60.9228,USD,bbl
2025-10-11,JCC,Japan,Crude,daily,spot,58.8706,USD,bbl
2025-10-12,JCC,Japan,Crude,daily,spot,59.0807,USD,bbl
2025-10-13,JCC,Japan,Crude,daily,spot,60.6045,USD,bbl
2025-10-14,JCC,Japan,Crude,daily,spot,60.5415,USD,bbl
2025-10-15,JCC,Japan,Crude,daily,spot,62.3131,USD,bbl
2025-10-16,JCC,Japan,Crude,daily,spot,60.5697,USD,bbl
2025-10-17,JCC,Japan,Crude,daily,spot,59.144,USD,bbl
2025-10-18,JCC,Japan,Crude,daily,spot,62.2124,USD,bbl
2025-10-19,JCC,Japan,Crude,daily,spot,64.3921,USD,bbl
2025-10-20,JCC,Japan,Crude,daily,spot,62.8204,USD,bbl
2025-10-21,JCC,Japan,Crude,daily,spot,62.4914,USD,bbl
2025-10-22,JCC,Japan,Crude,daily,spot,59.6796,USD,bbl
2025-10-23,JCC,Japan,Crude,daily,spot,61.6185,USD,bbl
